"\\OSIRIS\i2b2\OSIRIS\","\\OSIRIS\i2b2\OSIRIS\"
"\\OSIRIS\i2b2\OSIRIS\Patient\","\\OSIRIS\i2b2\OSIRIS\Patient\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Gender\","\\OSIRIS\i2b2\OSIRIS\Patient\Gender\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Gender\HL7:M-Male\","\\OSIRIS\i2b2\OSIRIS\Patient\Gender\HL7:M-Male\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Gender\HL7:F-Female\","\\OSIRIS\i2b2\OSIRIS\Patient\Gender\HL7:F-Female\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Gender\HL7:UN-Undifferentiated\","\\OSIRIS\i2b2\OSIRIS\Patient\Gender\HL7:UN-Undifferentiated\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Gender\UMLS:C0439673-Unknown\","\\OSIRIS\i2b2\OSIRIS\Patient\Gender\UMLS:C0439673-Unknown\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:1002-5-AmericanIndianorAlaskaNative\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:1002-5-AmericanIndianorAlaskaNative\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:1004-1-AmericanIndian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:1004-1-AmericanIndian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2028-9-Asian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2028-9-Asian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2029-7-AsianIndian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2029-7-AsianIndian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2030-5-Bangladeshi\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2030-5-Bangladeshi\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2031-3-Bhutanese\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2031-3-Bhutanese\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2032-1-Burmese\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2032-1-Burmese\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2033-9-Cambodian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2033-9-Cambodian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2034-7-Chinese\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2034-7-Chinese\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2035-4-Taiwanese\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2035-4-Taiwanese\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2036-2-Filipino\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2036-2-Filipino\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2037-0-Hmong\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2037-0-Hmong\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2038-8-Indonesian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2038-8-Indonesian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2039-6-Japanese\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2039-6-Japanese\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2040-4-Korean\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2040-4-Korean\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2041-2-Laotian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2041-2-Laotian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2042-0-Malaysian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2042-0-Malaysian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2043-8-Okinawan\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2043-8-Okinawan\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2044-6-Pakistani\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2044-6-Pakistani\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2045-3-SriLankan\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2045-3-SriLankan\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2046-1-Thai\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2046-1-Thai\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2047-9-Vietnamese\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2047-9-Vietnamese\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2048-7-IwoJiman\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2048-7-IwoJiman\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2049-5-Maldivian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2049-5-Maldivian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2050-3-Nepalese\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2050-3-Nepalese\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2051-1-Singaporean\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2051-1-Singaporean\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2052-9-Madagascar\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2052-9-Madagascar\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2054-5-BlackorAfricanAmerican\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2054-5-BlackorAfricanAmerican\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2056-0-Black\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2056-0-Black\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2058-6-AfricanAmerican\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2058-6-AfricanAmerican\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2060-2-African\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2060-2-African\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2067-7-Bahamian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2067-7-Bahamian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2068-5-Barbadian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2068-5-Barbadian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2069-3-Dominican\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2069-3-Dominican\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2070-1-DominicaIslander\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2070-1-DominicaIslander\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2071-9-Haitian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2071-9-Haitian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2072-7-Jamaican\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2072-7-Jamaican\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2073-5-Tobagoan\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2073-5-Tobagoan\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2074-3-Trinidadian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2074-3-Trinidadian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2075-0-WestIndian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2075-0-WestIndian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2076-8-NativeHawaiianorOtherPacificIslander\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2076-8-NativeHawaiianorOtherPacificIslander\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2078-4-Polynesian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2078-4-Polynesian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2085-9-Micronesian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2085-9-Micronesian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2100-6-Melanesian\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2100-6-Melanesian\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2500-7-OtherPacificIslander\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2500-7-OtherPacificIslander\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2106-3-White\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2106-3-White\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2108-9-European\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2108-9-European\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2118-8-MiddleEasternorNorthAfrican\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2118-8-MiddleEasternorNorthAfrican\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2129-5-Arab\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\HL7:2129-5-Arab\"
"\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\UMLS:C0439673-Unknown\","\\OSIRIS\i2b2\OSIRIS\Patient\Ethnicity\UMLS:C0439673-Unknown\"
"\\OSIRIS\i2b2\OSIRIS\Patient\BirthDate\","\\OSIRIS\i2b2\OSIRIS\Patient\BirthDate\"
"\\OSIRIS\i2b2\OSIRIS\Patient\DeathDate\","\\OSIRIS\i2b2\OSIRIS\Patient\DeathDate\"
"\\OSIRIS\i2b2\OSIRIS\Patient\ProviderCenterId\","\\OSIRIS\i2b2\OSIRIS\Patient\ProviderCenterId\"
"\\OSIRIS\i2b2\OSIRIS\Patient\OriginCenterId\","\\OSIRIS\i2b2\OSIRIS\Patient\OriginCenterId\"
"\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\","\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\"
"\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\UMLS:C1707251-Othercancer\","\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\UMLS:C1707251-Othercancer\"
"\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\UMLS:C3262234-Othercause\","\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\UMLS:C3262234-Othercause\"
"\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\UMLS:C0679861-Complicationsoftreatment\","\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\UMLS:C0679861-Complicationsoftreatment\"
"\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\UMLS:C0027651-Neoplasm\","\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\UMLS:C0027651-Neoplasm\"
"\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\UMLS:C0277589-Deathofunknowncause\","\\OSIRIS\i2b2\OSIRIS\Patient\CauseOfDeath\UMLS:C0277589-Deathofunknowncause\"
"\\OSIRIS\i2b2\OSIRIS\Patient\LastNewsDate\","\\OSIRIS\i2b2\OSIRIS\Patient\LastNewsDate\"
"\\OSIRIS\i2b2\OSIRIS\Patient\LastNewsStatus\","\\OSIRIS\i2b2\OSIRIS\Patient\LastNewsStatus\"
"\\OSIRIS\i2b2\OSIRIS\Patient\LastNewsStatus\UMLS:C2584946-Alivefinding\","\\OSIRIS\i2b2\OSIRIS\Patient\LastNewsStatus\UMLS:C2584946-Alivefinding\"
"\\OSIRIS\i2b2\OSIRIS\Patient\LastNewsStatus\UMLS:C1546956-PatientOutcome-Died\","\\OSIRIS\i2b2\OSIRIS\Patient\LastNewsStatus\UMLS:C1546956-PatientOutcome-Died\"
"\\OSIRIS\i2b2\OSIRIS\Patient\LastNewsStatus\UMLS:C0439673-Unknown\","\\OSIRIS\i2b2\OSIRIS\Patient\LastNewsStatus\UMLS:C0439673-Unknown\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\Type\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\Type\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\Type\UMLS:C1882062-Neoplasm\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\Type\UMLS:C1882062-Neoplasm\"
