\\i2b2\\OSIRIS\\;ID_0;OSIRIS;;2019-04-02 11:57:28.718403;2019-04-02 11:57:28.718411;2019-04-02 11:57:28.718413;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\;ID_2;Patient;;2019-04-02 11:57:28.718830;2019-04-02 11:57:28.718833;2019-04-02 11:57:28.718834;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Gender\\;ID_4;Gender;;2019-04-02 11:57:28.718861;2019-04-02 11:57:28.718863;2019-04-02 11:57:28.718865;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Gender\\HL7:M-Male\\;Patient|Gender:HL7:M-Male;Gender;;2019-04-02 11:57:28.735675;2019-04-02 11:57:28.735683;2019-04-02 11:57:28.735685;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Gender\\HL7:F-Female\\;Patient|Gender:HL7:F-Female;Gender;;2019-04-02 11:57:28.735698;2019-04-02 11:57:28.735699;2019-04-02 11:57:28.735701;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Gender\\HL7:UN-Undifferentiated\\;Patient|Gender:HL7:UN-Undifferentiated;Gender;;2019-04-02 11:57:28.735710;2019-04-02 11:57:28.735711;2019-04-02 11:57:28.735713;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Gender\\UMLS:C0439673-Unknown\\;Patient|Gender:UMLS:C0439673-Unknown;Gender;;2019-04-02 11:57:28.735722;2019-04-02 11:57:28.735723;2019-04-02 11:57:28.735725;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\;ID_5;Ethnicity;;2019-04-02 11:57:28.735785;2019-04-02 11:57:28.735787;2019-04-02 11:57:28.735789;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\HL7:1002-5-AmericanIndianorAlaskaNative\\;Patient|Ethnicity:HL7:1002-5-American Indian or Alaska Native;Ethnicity;;2019-04-02 11:57:28.784217;2019-04-02 11:57:28.784231;2019-04-02 11:57:28.784233;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\HL7:1004-1-AmericanIndian\\;Patient|Ethnicity:HL7:1004-1-American Indian;Ethnicity;;2019-04-02 11:57:28.784250;2019-04-02 11:57:28.784252;2019-04-02 11:57:28.784254;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\HL7:2028-9-Asian\\;Patient|Ethnicity:HL7:2028-9-Asian;Ethnicity;;2019-04-02 11:57:28.784266;2019-04-02 11:57:28.784267;2019-04-02 11:57:28.784269;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\HL7:2029-7-AsianIndian\\;Patient|Ethnicity:HL7:2029-7-Asian Indian;Ethnicity;;2019-04-02 11:57:28.784281;2019-04-02 11:57:28.784283;2019-04-02 11:57:28.784285;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\HL7:2030-5-Bangladeshi\\;Patient|Ethnicity:HL7:2030-5-Bangladeshi;Ethnicity;;2019-04-02 11:57:28.784295;2019-04-02 11:57:28.784297;2019-04-02 11:57:28.784299;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\HL7:2031-3-Bhutanese\\;Patient|Ethnicity:HL7:2031-3-Bhutanese;Ethnicity;;2019-04-02 11:57:28.784310;2019-04-02 11:57:28.784312;2019-04-02 11:57:28.784313;TEST_OSIRIS;None
